splus-filters/uJAVA.dat,splus-filters/F0378.dat,splus-filters/F0395.dat,splus-filters/F0410.dat,splus-filters/F0430.dat,splus-filters/gSDSS.dat,splus-filters/F0515.dat,splus-filters/rSDSS.dat,splus-filters/F0660.dat,splus-filters/iSDSS.dat,splus-filters/F0861.dat,splus-filters/zSDSS.dat
1.499755276105284629e+01,1.455887116205917131e+01,1.411340766771419375e+01,1.399296371495321800e+01,1.384698875676996543e+01,1.366343548034130428e+01,1.348245915482173451e+01,1.318995739648517151e+01,1.284131948895192643e+01,1.292020480804856497e+01,1.277244455055425654e+01,1.267137235730693412e+01
1.571336060446015104e+01,1.525732122166107452e+01,1.476769974484611403e+01,1.462846356816947768e+01,1.446253201635812324e+01,1.423930791545349983e+01,1.404978671032878346e+01,1.367903976384849507e+01,1.339738147196972484e+01,1.333267794280258833e+01,1.315120648215020971e+01,1.304559749792654877e+01
1.148891571916582599e+01,1.135887188821072691e+01,1.103849353130327948e+01,1.104304772539605572e+01,1.099985608242731239e+01,1.105642716251439417e+01,1.107591878647780881e+01,1.096178520604751050e+01,9.839787116591631744e+00,1.126974512107716286e+01,1.134039471124178711e+01,1.133135210720308628e+01
1.241852576855927204e+01,1.218011800190634553e+01,1.183167534527192721e+01,1.181545286251676963e+01,1.175162994353384782e+01,1.175809221569850216e+01,1.173632347327401426e+01,1.158449956646706092e+01,1.062029244345548484e+01,1.176091300451515131e+01,1.178377941355604186e+01,1.176963130658184831e+01
1.325933049377334960e+01,1.293789343573194550e+01,1.256592838178750249e+01,1.253185781889676598e+01,1.245001596892498519e+01,1.241117845234147232e+01,1.235435674105681336e+01,1.216792951586789862e+01,1.136505622329869603e+01,1.222846342535865283e+01,1.220888246292027368e+01,1.218931989195846732e+01
1.403692943266735149e+01,1.365328864103294570e+01,1.326055424393268289e+01,1.321006554544230305e+01,1.311102415708423585e+01,1.302966866141351510e+01,1.294160168574361514e+01,1.271859391362534986e+01,1.206843020117056575e+01,1.267749023152039989e+01,1.261949339916919577e+01,1.259391882445973998e+01
1.477439447235449599e+01,1.434256179227242889e+01,1.393045587085765824e+01,1.386402270247933011e+01,1.374763030879142001e+01,1.362476597279240842e+01,1.350772307830177432e+01,1.324343705805722671e+01,1.272733872442307224e+01,1.311244363178453476e+01,1.301891984474334585e+01,1.298660669148436675e+01
1.548815350281958025e+01,1.501652203117961371e+01,1.458564879258037372e+01,1.450327736008622814e+01,1.436902510744444150e+01,1.420447701772147120e+01,1.405991720136109002e+01,1.374880696963632865e+01,1.334216335034538936e+01,1.353694967629070867e+01,1.340989140444174588e+01,1.337004457225770970e+01
1.149257404054618981e+01,1.127563420758118262e+01,1.098890513154401027e+01,1.099731717534752740e+01,1.095123665445157535e+01,1.096174323785033344e+01,1.082498526574998543e+01,1.091245289041161648e+01,9.916011111583772575e+00,1.115992119555289541e+01,1.121291133009271768e+01,1.119531951566182748e+01
1.241235276887540273e+01,1.211622693126857975e+01,1.177298471490056819e+01,1.175011977655900886e+01,1.167927127525420694e+01,1.164687167873402096e+01,1.151295916277190834e+01,1.149788387085181007e+01,1.066689110749558900e+01,1.161660717360450512e+01,1.162205682762883363e+01,1.160072344363394414e+01
1.324575646086587177e+01,1.288769740105994011e+01,1.250084408659980717e+01,1.245273534797718717e+01,1.236066103860762944e+01,1.228797065549931311e+01,1.215177074140579272e+01,1.205022405220804593e+01,1.137714527199230652e+01,1.205727535404431272e+01,1.202037048113368378e+01,1.199430886495687609e+01
1.401845144383173825e+01,1.361184223516649361e+01,1.319135587417751232e+01,1.312199694463843791e+01,1.301041757957044886e+01,1.289821103973562622e+01,1.275358533802399030e+01,1.257641336322491732e+01,1.204320783789177973e+01,1.248597514769117645e+01,1.241051349087024569e+01,1.237869707901462668e+01
1.475291120414306967e+01,1.430633913604653351e+01,1.385875359385510031e+01,1.377044435093897867e+01,1.363996128958500087e+01,1.348776189644723722e+01,1.332940232008211900e+01,1.308283737086927978e+01,1.266488835764448062e+01,1.290589964262842493e+01,1.279458562490661144e+01,1.275604827824220244e+01
1.546488805244125508e+01,1.498328824158907402e+01,1.451247011022753419e+01,1.440640715321513987e+01,1.425707539999590345e+01,1.406373554731634634e+01,1.388782094358711738e+01,1.357479743381255055e+01,1.324542883460773801e+01,1.331946684939747705e+01,1.317419701412789301e+01,1.312804298743558995e+01
1.137796760953209407e+01,1.089308671167577636e+01,1.085443993221356074e+01,1.088979898512515554e+01,1.084911514949415867e+01,1.072606478712574507e+01,1.024217779858718025e+01,1.076471943954168076e+01,9.965727990789597257e+00,1.092712851734932222e+01,1.096626455466405936e+01,1.088951399648750673e+01
1.229963901309133867e+01,1.184007746448100029e+01,1.166561332842763399e+01,1.164891844623072181e+01,1.157751151544697699e+01,1.144297743105107479e+01,1.104513913944453840e+01,1.134311013928108203e+01,1.068674711854446180e+01,1.138746798317524700e+01,1.137732571846491858e+01,1.130438838995468664e+01
1.313529114571183420e+01,1.269530092226129803e+01,1.241259716315891559e+01,1.235584441163233826e+01,1.225906712715090485e+01,1.210881226541748923e+01,1.178281346462463297e+01,1.188951507123954521e+01,1.136420309873637713e+01,1.183076543288384208e+01,1.177710498826551522e+01,1.170547582980301193e+01
1.390998050069247149e+01,1.347738698953024006e+01,1.311540782957215079e+01,1.302781135078858021e+01,1.290888870240035224e+01,1.273678087472733544e+01,1.246182962925687754e+01,1.241096828766370841e+01,1.199699653923908649e+01,1.226128415426372520e+01,1.216835126808769196e+01,1.209568862727974725e+01
1.464596110430206899e+01,1.420844108986178078e+01,1.379024200462191097e+01,1.367785598350194043e+01,1.353845754841775140e+01,1.333829584261103740e+01,1.309343554516351738e+01,1.291375995610801830e+01,1.258754735046747619e+01,1.268241585638582158e+01,1.255324472598854335e+01,1.247748599983185436e+01
1.535901124477442359e+01,1.490712759569507462e+01,1.444828367644965006e+01,1.431471505892192475e+01,1.415558839582634043e+01,1.392198607292643509e+01,1.368990670448087066e+01,1.340300577980750951e+01,1.314108678572569211e+01,1.309674362604126507e+01,1.293346341558667412e+01,1.285283507253230617e+01
1.140237779134140617e+01,1.086587022070755815e+01,1.092635299440452634e+01,1.095225783092018013e+01,1.091468984246984242e+01,1.080609862618622508e+01,1.034388054432006676e+01,1.082888717049386607e+01,9.990535030608628020e+00,1.100315544058742567e+01,1.105362033403901911e+01,1.095540843437037459e+01
1.233739424989670574e+01,1.183774599093358582e+01,1.173013501549800175e+01,1.170777783699894137e+01,1.163906199699355959e+01,1.151883800625486565e+01,1.114094581183182875e+01,1.141265603778149007e+01,1.072047405704563694e+01,1.146682578807933162e+01,1.146628673524210207e+01,1.137614151805484219e+01
1.318341917518169915e+01,1.271477459150821865e+01,1.247181235612765882e+01,1.241222040786604985e+01,1.231781186658768767e+01,1.218153913550775336e+01,1.187304414533397967e+01,1.196357770355435868e+01,1.140756842379833991e+01,1.191262413744195037e+01,1.186729531983523778e+01,1.178195518804890263e+01
1.396513657431221311e+01,1.351321402464789578e+01,1.317116785830201486e+01,1.308260635333738797e+01,1.296581103648272482e+01,1.280736771162920995e+01,1.254735304150183772e+01,1.248862134206703622e+01,1.204996050902188109e+01,1.234496434348038996e+01,1.225946667802344514e+01,1.217588856230034899e+01
1.470545897188879714e+01,1.425515166393550892e+01,1.384389321207894774e+01,1.373169761335064543e+01,1.359425019082495645e+01,1.340754052551749531e+01,1.317535161658119769e+01,1.299415389987021463e+01,1.264932792348959545e+01,1.276739002120358002e+01,1.264504760026449226e+01,1.256055930779296936e+01
1.542104714693464196e+01,1.496051324503548052e+01,1.450069806181567778e+01,1.436800259413729286e+01,1.421070090929869956e+01,1.399046423590571031e+01,1.376925832502227998e+01,1.348543461050138781e+01,1.321038620518432971e+01,1.318261714060431267e+01,1.302577290157991463e+01,1.293809354453641980e+01
1.147450239095303637e+01,1.102346524913425263e+01,1.106299999712125803e+01,1.106792983149214216e+01,1.102935370647584001e+01,1.098324326812488572e+01,1.070430000525048619e+01,1.089145097878898305e+01,9.970626539047541925e+00,1.106179350489934698e+01,1.108780353081553649e+01,1.096865994300975977e+01
1.243508856811826924e+01,1.199546046032294733e+01,1.187169742163163910e+01,1.183785037139527496e+01,1.176744597593836339e+01,1.168875134853334252e+01,1.145060433489221374e+01,1.148660311059350825e+01,1.071454682143515846e+01,1.152683201125387136e+01,1.150145517657756677e+01,1.139010355481680214e+01
1.330115894570778501e+01,1.287263503600500947e+01,1.261698426204177714e+01,1.255242848490097707e+01,1.245583506737835044e+01,1.234502832150409368e+01,1.213720728882443645e+01,1.204687173551693924e+01,1.141711165490236546e+01,1.197360726221089600e+01,1.190321767813643028e+01,1.179642376861955277e+01
1.409650787918652703e+01,1.367121021848265805e+01,1.331873912487083267e+01,1.322938941827748316e+01,1.311012532105346473e+01,1.296573754427953951e+01,1.277483396261250626e+01,1.257915380872562316e+01,1.207529293032584583e+01,1.240659966298167483e+01,1.229595482991953936e+01,1.219068964505953367e+01
1.484523735493193364e+01,1.441325310998254317e+01,1.399295833075845685e+01,1.388252653083779897e+01,1.374247308605295181e+01,1.356210651677365853e+01,1.337571893842357618e+01,1.309003347855751720e+01,1.268950953298771545e+01,1.282942271524994560e+01,1.268195408440092997e+01,1.257555092253611484e+01
1.556571819514763355e+01,1.511868663654472478e+01,1.465065682122047441e+01,1.452124380881378407e+01,1.436127663131528287e+01,1.414232005366188183e+01,1.395085550673933916e+01,1.358511639716246755e+01,1.326350188587589862e+01,1.324485496766855697e+01,1.306298517367461365e+01,1.295316498521765247e+01
1.136557850771048273e+01,1.125448484493343848e+01,1.094202479943256456e+01,1.094866062928569228e+01,1.090638935008039390e+01,1.096712419458461518e+01,1.098974085540904078e+01,1.086158605156448864e+01,9.680681229027351620e+00,1.119765718832275603e+01,1.127484342233204906e+01,1.126354901819796872e+01
1.231211450131745444e+01,1.209026172229200036e+01,1.175023557104867855e+01,1.173601626380880525e+01,1.167319496015361402e+01,1.168319330488448848e+01,1.166405271231166019e+01,1.149901083888600972e+01,1.047214975268145842e+01,1.169958146741126193e+01,1.172757889526042341e+01,1.171145604066763291e+01
1.316603920840603514e+01,1.285834663170313696e+01,1.249519062584979601e+01,1.246319742447168544e+01,1.238268439966611645e+01,1.234704280505117957e+01,1.229265548998648150e+01,1.209529096564850370e+01,1.123021623419883674e+01,1.217580645127001837e+01,1.216026549063424689e+01,1.213907622637655770e+01
1.395247260502358166e+01,1.358035664021734057e+01,1.319675121798191419e+01,1.314850339998758777e+01,1.305121114319393705e+01,1.297301589560675517e+01,1.288738855214676171e+01,1.265645924671726341e+01,1.194865323593128359e+01,1.263155952863375653e+01,1.257683490036004947e+01,1.254999256629795745e+01
1.469534913323364300e+01,1.427360674673423979e+01,1.387087624758545878e+01,1.380686353624924401e+01,1.369261307307713160e+01,1.357307579645016737e+01,1.345855513666143288e+01,1.318943564454517237e+01,1.262333932208421494e+01,1.307157350460638945e+01,1.298082749290954929e+01,1.294757571901619819e+01
1.541224454476396666e+01,1.494986772960012367e+01,1.452854546580828021e+01,1.444874906786595226e+01,1.431695100435180557e+01,1.415599109250827148e+01,1.401403468098255622e+01,1.370084615755127722e+01,1.325339692094345345e+01,1.349980304622838467e+01,1.337523171428567004e+01,1.333471825550460288e+01
1.137205660466715607e+01,1.116749949555728172e+01,1.089546542398282547e+01,1.090915145455498170e+01,1.086539760731679216e+01,1.087771147139775785e+01,1.073065269442930081e+01,1.082555916339545554e+01,9.765535903808403972e+00,1.110131397992573277e+01,1.116127534742985183e+01,1.114085272074213684e+01
1.230874286422493391e+01,1.202370868810574400e+01,1.169413510165081682e+01,1.167576563593298111e+01,1.160702371146036960e+01,1.157623982485183767e+01,1.143431158094975508e+01,1.142385044359077462e+01,1.052924752187594670e+01,1.156538962588346742e+01,1.157603209457059457e+01,1.155243832478551802e+01
1.315505931311666110e+01,1.280660531753436437e+01,1.243223049793174262e+01,1.238802343471717471e+01,1.229806852322346877e+01,1.222712571304046314e+01,1.208556371534693774e+01,1.198673347355376428e+01,1.125420066455623136e+01,1.201166703805385616e+01,1.197863389608569129e+01,1.195084185173549507e+01
1.393636062622012339e+01,1.353823540493591970e+01,1.312930752751292296e+01,1.306349823312085867e+01,1.295418579988131391e+01,1.284406708263837338e+01,1.269646593790285216e+01,1.252110425863421916e+01,1.193585589397388169e+01,1.244451593947065327e+01,1.237199370749569916e+01,1.233890155899805841e+01
1.467606091768506538e+01,1.423728916753602114e+01,1.380067767037779625e+01,1.371574585714243533e+01,1.358771405156268308e+01,1.343802051375580753e+01,1.327852986284838188e+01,1.303361352751886848e+01,1.257278524216460092e+01,1.286745247943197334e+01,1.275844555548962411e+01,1.271900071582889602e+01
1.539106710496570862e+01,1.491689177865875315e+01,1.445671422823439123e+01,1.435396014372947882e+01,1.420724550645527806e+01,1.401682172491391576e+01,1.384106551003990582e+01,1.352996059298122766e+01,1.316709724046592278e+01,1.328317777812288902e+01,1.313979932107019444e+01,1.309301825973517985e+01
1.124754517359929373e+01,1.075607177309701434e+01,1.074302273665867169e+01,1.078911869136672586e+01,1.075214588740311861e+01,1.062169867171198767e+01,1.010866419608745836e+01,1.067040220245186255e+01,9.820077998853813384e+00,1.085394313465412175e+01,1.090018152613652980e+01,1.081669065793143680e+01
1.218368128804043415e+01,1.171945502664063277e+01,1.156822626316480829e+01,1.156081770941977105e+01,1.149256953766088962e+01,1.135230290415353060e+01,1.092808050332699388e+01,1.125994217864342950e+01,1.055403985523408927e+01,1.132122772185815585e+01,1.131642153200471945e+01,1.123797790412565512e+01
1.303045673007960126e+01,1.258897773442473245e+01,1.232547334753656010e+01,1.227660073903962079e+01,1.218265138985458940e+01,1.202882345708715484e+01,1.168164146005803339e+01,1.181534750451312910e+01,1.124548783155727172e+01,1.176982042302053877e+01,1.172016930513201238e+01,1.164416594097330027e+01
1.381261790298644776e+01,1.338175444820996240e+01,1.303505689165604231e+01,1.295430634544562132e+01,1.283807908106498097e+01,1.266450477410037045e+01,1.237432412795168268e+01,1.234369557130874462e+01,1.189223364734675137e+01,1.220426724890059766e+01,1.211439876329343157e+01,1.203833668187199457e+01
1.455318471701377270e+01,1.411991725027632505e+01,1.371406238700378744e+01,1.360787206524844883e+01,1.347115357887039089e+01,1.327129215980109755e+01,1.301656739070431890e+01,1.285156265914644713e+01,1.249562036230789808e+01,1.262825526927971076e+01,1.250150251023719683e+01,1.242314569750560160e+01
1.526890714945028016e+01,1.482297188412545275e+01,1.437456525432124188e+01,1.424682044280277715e+01,1.409040794029062305e+01,1.385846663655541100e+01,1.362069133054461822e+01,1.334443813711793503e+01,1.306012226352380345e+01,1.304463110472481979e+01,1.288334136197041779e+01,1.280074838176568441e+01
1.126611718604646661e+01,1.072188033972487453e+01,1.081309168546304100e+01,1.084910326679893622e+01,1.081561881237217726e+01,1.070046503270509497e+01,1.021040205376149679e+01,1.073080146741539131e+01,9.841483352759448522e+00,1.092633618200295409e+01,1.098374712671581399e+01,1.087662364285460903e+01
1.221494365968006157e+01,1.170935128623065857e+01,1.162993329570837098e+01,1.161650354940949903e+01,1.155134716914844795e+01,1.142628418097575427e+01,1.102352832726974619e+01,1.132578047820867262e+01,1.058379233934728525e+01,1.139710072052752388e+01,1.140160291639415568e+01,1.130407366378105216e+01
1.307182631553079410e+01,1.260057322321475404e+01,1.238104648220937953e+01,1.232926071740258855e+01,1.223809384668738254e+01,1.209912062113551734e+01,1.177096346833431717e+01,1.188585287906238541e+01,1.128448561303681608e+01,1.184833503284652600e+01,1.180659844086101096e+01,1.171529073841509749e+01
1.386095892257603346e+01,1.341000282221656370e+01,1.308657596426579239e+01,1.300501248782737740e+01,1.289132727807090895e+01,1.273222951428992467e+01,1.245833473941614677e+01,1.241797353622772171e+01,1.194067868230223617e+01,1.228472155967546620e+01,1.220177277461185561e+01,1.211345661213756664e+01
1.460588328073722586e+01,1.415943498225138519e+01,1.376308367913278552e+01,1.365738824990986267e+01,1.352303023976519647e+01,1.333736706554021190e+01,1.309641766008730634e+01,1.292875684292904204e+01,1.255296101411823351e+01,1.271009557863303563e+01,1.258958195262701629e+01,1.250137280543304108e+01
1.532417106454044564e+01,1.486947741862835848e+01,1.442211365921422761e+01,1.429563972806626104e+01,1.414145462935689856e+01,1.392357129314463116e+01,1.369753502814269019e+01,1.342381690261425042e+01,1.312521941427190519e+01,1.312743854439078284e+01,1.297194237626920632e+01,1.288135110122836657e+01
1.133473734085111495e+01,1.087918333665809634e+01,1.094948923351735637e+01,1.096235231320402015e+01,1.092827209971657076e+01,1.088068502421829997e+01,1.058361687322546807e+01,1.078843268833191082e+01,9.816688461020978806e+00,1.098050938885164207e+01,1.101188772537678950e+01,1.088410782485825301e+01
1.230969195197907773e+01,1.186670106571492234e+01,1.177160312844081780e+01,1.174511816026377709e+01,1.167877222075296650e+01,1.159908652507254168e+01,1.134564221012647955e+01,1.139525325409838707e+01,1.057211216551562138e+01,1.145251032448803663e+01,1.143055773111287188e+01,1.131200214249762404e+01
1.318752953018241847e+01,1.275800774071253052e+01,1.252667020202001602e+01,1.246890181483427362e+01,1.237609296474703591e+01,1.226514196106042043e+01,1.204598801883835968e+01,1.196524443880338318e+01,1.128766559594862606e+01,1.190462821503824209e+01,1.183618156936664612e+01,1.172351832052495091e+01
1.399115583338911684e+01,1.356752981704966921e+01,1.323486634316017252e+01,1.315190125668145349e+01,1.303631745042007672e+01,1.289274141056321632e+01,1.269446046768617897e+01,1.250517107573763731e+01,1.195941176406874185e+01,1.234159891152785882e+01,1.223183046853112366e+01,1.212185865478437385e+01
1.474511583451974595e+01,1.431704038955978753e+01,1.391304957132708076e+01,1.380877341630274735e+01,1.367240042709886971e+01,1.349373281927053192e+01,1.330323443399653804e+01,1.302179363624834885e+01,1.258668850239886616e+01,1.276731844151384188e+01,1.261999220923530807e+01,1.250984718514619765e+01
1.546869155517254235e+01,1.502713943281144715e+01,1.457308729967393113e+01,1.444971821842606907e+01,1.429347510988598025e+01,1.407695931247105925e+01,1.388377528306308228e+01,1.352104622208561757e+01,1.317230650829434957e+01,1.318482491307947235e+01,1.300261124735339457e+01,1.288981860782874200e+01
1.132277472381474048e+01,1.121799931292134112e+01,1.090812558227790596e+01,1.091544349515817736e+01,1.087345443118469923e+01,1.093559343253027372e+01,1.095925618940029089e+01,1.082629073261492358e+01,9.626158004860775108e+00,1.117201244553718986e+01,1.125148950387905167e+01,1.123939456160079509e+01
1.227498662436455312e+01,1.205874758187563778e+01,1.172151177248392351e+01,1.170795550273064656e+01,1.164544550031998504e+01,1.165665042086321357e+01,1.163839820604717268e+01,1.146873583750211800e+01,1.042110076723916912e+01,1.167772510375408324e+01,1.170754181266543448e+01,1.169070720033090360e+01
1.313339281344545562e+01,1.283041423778097290e+01,1.247021143783728014e+01,1.243891309331538331e+01,1.235882790217437410e+01,1.232428528099757692e+01,1.227072817634554447e+01,1.206947684702317680e+01,1.118344550543562299e+01,1.215704245125389171e+01,1.214294698977969666e+01,1.212116389954241491e+01
1.392288474664203513e+01,1.355474658675739796e+01,1.317422521194083807e+01,1.312673439066790415e+01,1.303002150439802698e+01,1.295291963663821910e+01,1.286813171198304140e+01,1.263434477004520495e+01,1.190681145813711517e+01,1.261521651524020449e+01,1.256167060769934274e+01,1.253435972969994872e+01
1.466765101041742447e+01,1.424940208959645993e+01,1.384985467942725457e+01,1.378666596326129046e+01,1.367313768022045473e+01,1.355475773356537239e+01,1.344111169896233271e+01,1.317021926954901012e+01,1.258675879254307439e+01,1.305706540728730225e+01,1.296732496815650570e+01,1.293372174002141684e+01
1.538564712071991814e+01,1.492647922836760621e+01,1.450840965162148599e+01,1.442949456460624269e+01,1.429853277314539461e+01,1.413882655232860053e+01,1.399777829776837912e+01,1.368380131849868953e+01,1.322199392918354910e+01,1.348665247645197063e+01,1.336298474076005682e+01,1.332221785395929992e+01
1.133021069702156503e+01,1.112978893804750591e+01,1.086265929436180677e+01,1.087812219807042347e+01,1.083513848873535146e+01,1.084804614566563608e+01,1.069741152561015163e+01,1.079483782569168859e+01,9.713753643825798534e+00,1.108047197293207198e+01,1.114293296500117414e+01,1.112148774259112649e+01
1.227259151296730444e+01,1.199132914690168583e+01,1.166638060098976304e+01,1.164954131154950367e+01,1.158150154440516921e+01,1.155124939001948370e+01,1.140647876668788463e+01,1.139759105650193227e+01,1.048158357044603584e+01,1.154719182181209725e+01,1.155971305783207193e+01,1.153529516021477797e+01
1.312333741587951330e+01,1.277819211267711275e+01,1.240807509566858791e+01,1.236520277963539449e+01,1.227596041001305416e+01,1.220559875275037420e+01,1.206209603210849401e+01,1.196418550772352241e+01,1.121133420796670954e+01,1.199549272544444811e+01,1.196387074148430862e+01,1.193544236884201659e+01
1.390763016166348542e+01,1.351245119001466044e+01,1.310748478503258418e+01,1.304289256600485025e+01,1.293434949042916848e+01,1.282493548408991124e+01,1.267622994575519080e+01,1.250147018410814503e+01,1.189817388910658913e+01,1.242984755230401639e+01,1.235840323146709530e+01,1.232483790228733334e+01
1.464916731134597150e+01,1.421311742472812689e+01,1.378027562549831408e+01,1.369650341887969880e+01,1.356931013974666733e+01,1.342047306742778368e+01,1.326053674879111277e+01,1.301616610097241455e+01,1.254027046471803608e+01,1.285388222318251472e+01,1.274572566001594431e+01,1.270594093701708793e+01
1.536524038370782996e+01,1.489366317915923510e+01,1.443714515434020207e+01,1.433552838828685871e+01,1.418971413327785136e+01,1.400029574412484656e+01,1.382456016980813907e+01,1.351409986169258737e+01,1.313933352031104285e+01,1.327039685735623742e+01,1.312771850481775893e+01,1.308069973044776013e+01
1.120261810101337652e+01,1.070889182203647216e+01,1.070434127075071906e+01,1.075402793589918637e+01,1.071829424921070917e+01,1.058526559783965304e+01,1.006246133553874778e+01,1.063730310875657814e+01,9.769897092258622351e+00,1.082813211259581543e+01,1.087686122598144500e+01,1.079097939173165166e+01
1.214361230151202342e+01,1.167772539167750701e+01,1.153433783863799711e+01,1.153006542621720421e+01,1.146287873048181005e+01,1.132056027422986055e+01,1.088732276637612451e+01,1.123069172906274993e+01,1.050805861917994299e+01,1.129786639412933447e+01,1.129494079045787380e+01,1.121452778080805324e+01
1.299418251273073288e+01,1.255209293842690421e+01,1.229514416970199342e+01,1.224894393560830075e+01,1.215594813005938413e+01,1.200079651936577640e+01,1.164624625107281197e+01,1.178924290452228441e+01,1.120412210208983517e+01,1.174834106858418714e+01,1.170010627857014818e+01,1.162252722063530364e+01
1.377892171233731666e+01,1.334854807375943331e+01,1.300710145723137323e+01,1.292867340776794371e+01,1.281335755792952646e+01,1.263918981116625950e+01,1.234362693658682453e+01,1.232002471141687927e+01,1.185554996896193281e+01,1.218419195476142214e+01,1.209540609662793464e+01,1.201811154791172775e+01
1.452108227543983254e+01,1.408918386037557191e+01,1.368757886875892105e+01,1.358348805545433713e+01,1.344767837738878846e+01,1.324784536022959536e+01,1.298958238767526474e+01,1.282969659875362289e+01,1.246331577349877229e+01,1.260920519428475295e+01,1.248330547562166437e+01,1.240400088908179832e+01
1.523773702143459907e+01,1.479376886203741925e+01,1.434895377703284147e+01,1.422318005932721086e+01,1.406769037027902236e+01,1.383626034860280463e+01,1.359640750600431325e+01,1.332386965125044931e+01,1.303161309150218194e+01,1.302631832016495927e+01,1.286572893538823514e+01,1.278241467498051342e+01
1.121931027392107616e+01,1.067245301813983538e+01,1.077383993663161910e+01,1.081321350254920155e+01,1.078108605832686884e+01,1.066363067293877087e+01,1.016422602790616914e+01,1.069642241557351703e+01,9.790210267774584807e+00,1.089926166047574974e+01,1.095910074739600226e+01,1.084884046201989172e+01
1.217275695138758529e+01,1.166508045005818595e+01,1.159514036656722702e+01,1.158470420508832710e+01,1.152073711845085846e+01,1.139392664183544035e+01,1.098267058739654267e+01,1.129525485010594288e+01,1.053651689229516997e+01,1.137251805734795163e+01,1.137879138540589885e+01,1.127864278385669472e+01
1.303332723887973010e+01,1.256108192329092255e+01,1.234952024161511908e+01,1.230036011916768324e+01,1.221027947840518912e+01,1.207028148790127453e+01,1.173528310322330448e+01,1.185851259118608603e+01,1.124167521166738659e+01,1.182567666133629380e+01,1.178520469174831398e+01,1.169176649340940166e+01
1.382500636342320810e+01,1.337427023790452729e+01,1.305720790866915060e+01,1.297799851231060408e+01,1.286535795667025006e+01,1.270594427391593761e+01,1.242714189240883549e+01,1.239312156102050189e+01,1.190247643104986430e+01,1.226350399085199250e+01,1.218145157560522485e+01,1.209143485224146097e+01
1.457152238493229568e+01,1.412629497098060405e+01,1.373504595443336207e+01,1.363153528427064565e+01,1.349821752607627978e+01,1.331283581017917861e+01,1.306873926836278521e+01,1.290576512030320977e+01,1.251914254918026081e+01,1.268993238165115933e+01,1.257005921024148343e+01,1.248050855093245382e+01
1.529074756153930004e+01,1.483796883546018996e+01,1.439486144300028947e+01,1.427047700223451976e+01,1.411734364636917682e+01,1.390020402822108814e+01,1.367239674107007552e+01,1.340217152419263336e+01,1.309525974003212134e+01,1.310803434474861540e+01,1.295300696963705356e+01,1.286136166801074232e+01
1.128676666892800817e+01,1.082966712651324137e+01,1.091016118568581383e+01,1.092563182272672684e+01,1.089303197143236979e+01,1.084488191737448481e+01,1.054165345615878202e+01,1.075235988919836139e+01,9.763845445229700104e+00,1.095188194690714845e+01,1.098512894631324066e+01,1.085433221061134468e+01
1.226650943773783276e+01,1.182231875438436397e+01,1.173685640964755983e+01,1.171280961004815246e+01,1.164780808526492528e+01,1.156770954387640238e+01,1.130896108584687632e+01,1.136316754566518661e+01,1.052296368430251228e+01,1.142631543539000027e+01,1.140556025165780518e+01,1.128447002818763956e+01
1.314833149622922015e+01,1.271838530212626672e+01,1.249531136545824417e+01,1.243979848367601271e+01,1.234824789858232030e+01,1.223716832097469442e+01,1.201400913364437351e+01,1.193652513149373995e+01,1.124275139676962176e+01,1.188031426199831309e+01,1.181254681710247390e+01,1.169780645570643962e+01
1.395479504409675720e+01,1.353165182290020319e+01,1.320576129901442108e+01,1.312492037344612861e+01,1.301056399925344031e+01,1.286718983861096000e+01,1.266624945300607585e+01,1.247912727079408235e+01,1.191899216186826926e+01,1.231869369353234411e+01,1.220922766303946538e+01,1.209758242810154449e+01
1.471056250084257222e+01,1.428374595215798060e+01,1.388534049021217420e+01,1.378311328757469845e+01,1.364797150958765393e+01,1.346981679440248847e+01,1.327779615035530902e+01,1.299777647355458932e+01,1.255066761420904875e+01,1.274544326694601715e+01,1.259815823377152277e+01,1.248667782441191854e+01
1.543521273696240037e+01,1.499547122028528356e+01,1.454620519406410928e+01,1.442484862577960847e+01,1.426985461886327577e+01,1.405411340893689065e+01,1.386025220769795574e+01,1.349850951134249932e+01,1.314026126065479794e+01,1.316368964360716198e+01,1.298134315703159025e+01,1.286748650286881990e+01
1.346508165973401994e+01,1.309882184692845364e+01,1.263521382141500204e+01,1.256983909714585046e+01,1.248221999988801478e+01,1.244012630371760331e+01,1.237917160263396177e+01,1.235316235559072773e+01,1.237661958784632255e+01,1.232990591705146066e+01,1.234314245033128721e+01,1.235127651805224325e+01
1.415083225071445305e+01,1.375357559411182429e+01,1.327110341354372913e+01,1.318902337804440883e+01,1.308162408983542058e+01,1.299954269883886404e+01,1.290779444425032274e+01,1.281532117118847403e+01,1.282009736241919917e+01,1.273007744640616856e+01,1.271135010219448169e+01,1.271079418587104293e+01
1.483602815419568977e+01,1.440819175090276794e+01,1.390689219785558528e+01,1.380809132430235842e+01,1.368092353339052458e+01,1.355765414920618461e+01,1.343634935880463566e+01,1.327696793882466331e+01,1.326325786242311899e+01,1.312997904085216838e+01,1.307952914324995852e+01,1.307010678103877943e+01
1.552076667354434569e+01,1.506271990599544530e+01,1.454261962489690241e+01,1.442707749890331392e+01,1.428014931914738206e+01,1.411449752768741739e+01,1.396485571243236912e+01,1.373812330570397400e+01,1.370620564063824709e+01,1.352961794113129734e+01,1.344768431989068525e+01,1.342921222939356873e+01
